"Year","Month","Hospital","Specialty","TotalPatients"
2016,"Jun","Letterkenny General Hospital","Orthopaedics",2234
2016,"Jun","Letterkenny General Hospital","Otolaryngology (ENT)",2222
2016,"Jun","Letterkenny General Hospital","Paediatrics",404
2016,"Jun","Letterkenny General Hospital","Urology",827
2016,"Jun","Louth County Hospital","Endocrinology",448
2016,"Jun","Louth County Hospital","General Medicine",146
2016,"Jun","Louth County Hospital","General Surgery",346
2016,"Jun","Louth County Hospital","Gynaecology",569
2016,"Jun","Louth County Hospital","Ophthalmology",159
2016,"Jun","Louth County Hospital","Orthopaedics",904
2016,"Jun","Louth County Hospital","Paediatrics",118
2016,"Jun","Louth County Hospital","Urology",97
2016,"Jun","Mallow General Hospital","General Medicine",1238
2016,"Jun","Mallow General Hospital","General Surgery",443
2016,"Jun","Mallow General Hospital","Geriatric Medicine",63
2016,"Jun","Mallow General Hospital","Otolaryngology (ENT)",558
2016,"Jun","Mallow General Hospital","Respiratory Medicine",59
2016,"Jun","Mater Misericordiae University Hospital","Anaesthetics",111
2016,"Jun","Mater Misericordiae University Hospital","Cardio-Thoracic Surgery",69
2016,"Jun","Mater Misericordiae University Hospital","Cardiology",1095
2016,"Jun","Mater Misericordiae University Hospital","Clinical (Medical) Genetics",304
2016,"Jun","Mater Misericordiae University Hospital","Clinical Neurophysiology",2
2016,"Jun","Mater Misericordiae University Hospital","Dermatology",2498
2016,"Jun","Mater Misericordiae University Hospital","Endocrinology",663
2016,"Jun","Mater Misericordiae University Hospital","Gastro-Enterology",886
2016,"Jun","Mater Misericordiae University Hospital","General Medicine",5
2016,"Jun","Mater Misericordiae University Hospital","General Surgery",1920
2016,"Jun","Mater Misericordiae University Hospital","Geriatric Medicine",133
2016,"Jun","Mater Misericordiae University Hospital","Gynaecology",139
2016,"Jun","Mater Misericordiae University Hospital","Haematology",614
2016,"Jun","Mater Misericordiae University Hospital","Infectious Diseases",85
2016,"Jun","Mater Misericordiae University Hospital","Metabolic Medicine",37
2016,"Jun","Mater Misericordiae University Hospital","Nephrology",159
2016,"Jun","Mater Misericordiae University Hospital","Neurology",1751
2016,"Jun","Mater Misericordiae University Hospital","Oncology",13
2016,"Jun","Mater Misericordiae University Hospital","Ophthalmology",4369
2016,"Jun","Mater Misericordiae University Hospital","Orthopaedics",1940
2016,"Jun","Mater Misericordiae University Hospital","Otolaryngology (ENT)",2079
2016,"Jun","Mater Misericordiae University Hospital","Pain Relief",490
2016,"Jun","Mater Misericordiae University Hospital","Plastic Surgery",1355
2016,"Jun","Mater Misericordiae University Hospital","Psychiatry",45
2016,"Jun","Mater Misericordiae University Hospital","Radiology",16
2016,"Jun","Mater Misericordiae University Hospital","Respiratory Medicine",680
2016,"Jun","Mater Misericordiae University Hospital","Rheumatology",973
2016,"Jun","Mater Misericordiae University Hospital","Urology",1661
2016,"Jun","Mater Misericordiae University Hospital","Vascular Surgery",549
2016,"Jun","Mayo General Hospital","Dermatology",558
2016,"Jun","Mayo General Hospital","Endocrinology",7
2016,"Jun","Mayo General Hospital","General Medicine",1429
2016,"Jun","Mayo General Hospital","General Surgery",898
2016,"Jun","Mayo General Hospital","Geriatric Medicine",18
2016,"Jun","Mayo General Hospital","Gynaecology",130
2016,"Jun","Mayo General Hospital","Haematology",35
2016,"Jun","Mayo General Hospital","Nephrology",99
2016,"Jun","Mayo General Hospital","Obstetrics",12
2016,"Jun","Mayo General Hospital","Oncology",3
2016,"Jun","Mayo General Hospital","Orthopaedics",758
2016,"Jun","Mayo General Hospital","Otolaryngology (ENT)",1692
2016,"Jun","Mayo General Hospital","Paediatrics",473
2016,"Jun","Mayo General Hospital","Urology",206
2016,"Jun","Mercy University Hospital","Cardiology",601
2016,"Jun","Mercy University Hospital","Gastro-Enterology",776
2016,"Jun","Mercy University Hospital","Gastro-Intestinal Surgery",150
2016,"Jun","Mercy University Hospital","General Medicine",70
2016,"Jun","Mercy University Hospital","General Surgery",372
2016,"Jun","Mercy University Hospital","Geriatric Medicine",41
2016,"Jun","Mercy University Hospital","Haematology",66
2016,"Jun","Mercy University Hospital","Hepato-Biliary Surgery",28
2016,"Jun","Mercy University Hospital","Infectious Diseases",2
2016,"Jun","Mercy University Hospital","Nephrology",1
2016,"Jun","Mercy University Hospital","Neurology",161
2016,"Jun","Mercy University Hospital","Oncology",3
2016,"Jun","Mercy University Hospital","Ophthalmology",15
2016,"Jun","Mercy University Hospital","Paediatric Neurology",70
2016,"Jun","Mercy University Hospital","Paediatrics",172
2016,"Jun","Mercy University Hospital","Pain Relief",428
2016,"Jun","Mercy University Hospital","Respiratory Medicine",925
2016,"Jun","Mercy University Hospital","Urology",1137
2016,"Jun","Mercy University Hospital","Vascular Surgery",326
2016,"Jun","Midland Regional Hospital Mullingar","Dermatology",1580
2016,"Jun","Midland Regional Hospital Mullingar","General Medicine",1654
2016,"Jun","Midland Regional Hospital Mullingar","General Surgery",1105
2016,"Jun","Midland Regional Hospital Mullingar","Gynaecology",963
2016,"Jun","Midland Regional Hospital Mullingar","Haematology",133
2016,"Jun","Midland Regional Hospital Mullingar","Ophthalmology",100
2016,"Jun","Midland Regional Hospital Mullingar","Orthopaedics",121
2016,"Jun","Midland Regional Hospital Mullingar","Paediatrics",595
2016,"Jun","Midland Regional Hospital Portlaoise","Developmental Paediatrics",20
2016,"Jun","Midland Regional Hospital Portlaoise","Diabetes Mellitus",284
2016,"Jun","Midland Regional Hospital Portlaoise","Endocrinology",116
2016,"Jun","Midland Regional Hospital Portlaoise","General Medicine",19
2016,"Jun","Midland Regional Hospital Portlaoise","General Surgery",1482
2016,"Jun","Midland Regional Hospital Portlaoise","Gynaecology",334
2016,"Jun","Midland Regional Hospital Portlaoise","Haematology",113
2016,"Jun","Midland Regional Hospital Portlaoise","Ophthalmology",375
2016,"Jun","Midland Regional Hospital Portlaoise","Orthopaedics",35
2016,"Jun","Midland Regional Hospital Portlaoise","Paediatrics",312
2016,"Jun","Midland Regional Hospital Portlaoise","Pain Relief",13
2016,"Jun","Midland Regional Hospital Portlaoise","Urology",604
2016,"Jun","Midland Regional Hospital Tullamore","General Medicine",1408
2016,"Jun","Midland Regional Hospital Tullamore","General Surgery",840
2016,"Jun","Midland Regional Hospital Tullamore","Gynaecology",98
2016,"Jun","Midland Regional Hospital Tullamore","Haematology",198
2016,"Jun","Midland Regional Hospital Tullamore","Nephrology",256
2016,"Jun","Midland Regional Hospital Tullamore","Oncology",13
2016,"Jun","Midland Regional Hospital Tullamore","Ophthalmology",777
2016,"Jun","Midland Regional Hospital Tullamore","Orthopaedics",3127
2016,"Jun","Midland Regional Hospital Tullamore","Otolaryngology (ENT)",5157
2016,"Jun","Midland Regional Hospital Tullamore","Paediatrics",88
2016,"Jun","Midland Regional Hospital Tullamore","Rheumatology",875
2016,"Jun","Midland Regional Hospital Tullamore","Vascular Surgery",295
2016,"Jun","Naas General Hospital","Anaesthetics",163
2016,"Jun","Naas General Hospital","Cardiology",1042
2016,"Jun","Naas General Hospital","Dermatology",1045
2016,"Jun","Naas General Hospital","General Medicine",951
2016,"Jun","Naas General Hospital","General Surgery",666
2016,"Jun","Naas General Hospital","Haematology",42
2016,"Jun","Naas General Hospital","Orthopaedics",1550
2016,"Jun","Naas General Hospital","Rheumatology",115
2016,"Jun","Nenagh Hospital","Dermatology",21
2016,"Jun","Nenagh Hospital","General Medicine",318
2016,"Jun","Nenagh Hospital","General Surgery",289
2016,"Jun","Nenagh Hospital","Geriatric Medicine",1
2016,"Jun","Nenagh Hospital","Gynaecology",218
2016,"Jun","Nenagh Hospital","Maxillo-Facial",30
2016,"Jun","Nenagh Hospital","Otolaryngology (ENT)",498
2016,"Jun","Nenagh Hospital","Paediatrics",60
2016,"Jun","Nenagh Hospital","Rheumatology",232
2016,"Jun","Nenagh Hospital","Urology",32
2016,"Jun","Nenagh Hospital","Vascular Surgery",26
2016,"Jun","Our Lady of Lourdes Hospital Drogheda","Cardiology",897
2016,"Jun","Our Lady of Lourdes Hospital Drogheda","Dermatology",2704
2016,"Jun","Our Lady of Lourdes Hospital Drogheda","Endocrinology",196
2016,"Jun","Our Lady of Lourdes Hospital Drogheda","General Medicine",391
2016,"Jun","Our Lady of Lourdes Hospital Drogheda","General Surgery",845
2016,"Jun","Our Lady of Lourdes Hospital Drogheda","Gynaecology",1123
2016,"Jun","Our Lady of Lourdes Hospital Drogheda","Haematology",169
2016,"Jun","Our Lady of Lourdes Hospital Drogheda","Nephrology",126
2016,"Jun","Our Lady of Lourdes Hospital Drogheda","Oncology",8
2016,"Jun","Our Lady of Lourdes Hospital Drogheda","Ophthalmology",146
2016,"Jun","Our Lady of Lourdes Hospital Drogheda","Orthopaedics",227
2016,"Jun","Our Lady of Lourdes Hospital Drogheda","Otolaryngology (ENT)",2958
2016,"Jun","Our Lady of Lourdes Hospital Drogheda","Paediatrics",780
2016,"Jun","Our Lady of Lourdes Hospital Drogheda","Respiratory Medicine",805
2016,"Jun","Our Lady of Lourdes Hospital Drogheda","Tropical",40
2016,"Jun","Our Lady of Lourdes Hospital Drogheda","Urology",818
2016,"Jun","Our Lady's Children's Hospital Crumlin","Cardio-Thoracic Surgery",12
2016,"Jun","Our Lady's Children's Hospital Crumlin","Dental Surgery",223
2016,"Jun","Our Lady's Children's Hospital Crumlin","Dermatology",1138
2016,"Jun","Our Lady's Children's Hospital Crumlin","Diabetes Mellitus",1
2016,"Jun","Our Lady's Children's Hospital Crumlin","General Medicine",1126
2016,"Jun","Our Lady's Children's Hospital Crumlin","General Surgery",779
2016,"Jun","Our Lady's Children's Hospital Crumlin","Immunology",7
2016,"Jun","Our Lady's Children's Hospital Crumlin","Infectious Diseases",95
2016,"Jun","Our Lady's Children's Hospital Crumlin","Neonatology",11
2016,"Jun","Our Lady's Children's Hospital Crumlin","Neurology",298
2016,"Jun","Our Lady's Children's Hospital Crumlin","Ophthalmology",1277
2016,"Jun","Our Lady's Children's Hospital Crumlin","Orthopaedics",1544
2016,"Jun","Our Lady's Children's Hospital Crumlin","Otolaryngology (ENT)",520
2016,"Jun","Our Lady's Children's Hospital Crumlin","Paed Cardiology",2198
2016,"Jun","Our Lady's Children's Hospital Crumlin","Paed Endocrinology",196
2016,"Jun","Our Lady's Children's Hospital Crumlin","Paed Gastro-Enterol",468
2016,"Jun","Our Lady's Children's Hospital Crumlin","Paed Haematology",183
2016,"Jun","Our Lady's Children's Hospital Crumlin","Paed Nephrology",178
2016,"Jun","Our Lady's Children's Hospital Crumlin","Paediatrics",784
2016,"Jun","Our Lady's Children's Hospital Crumlin","Plastic Surgery",650
2016,"Jun","Our Lady's Children's Hospital Crumlin","Respiratory Medicine",310
2016,"Jun","Our Lady's Children's Hospital Crumlin","Rheumatology",535
2016,"Jun","Our Lady's Children's Hospital Crumlin","Urology",553
2016,"Jun","Our Lady's Hospital Navan","General Medicine",1167
2016,"Jun","Our Lady's Hospital Navan","General Surgery",669
2016,"Jun","Our Lady's Hospital Navan","Gynaecology",449
2016,"Jun","Our Lady's Hospital Navan","Orthopaedics",1638
2016,"Jun","Our Lady's Hospital Navan","Paediatrics",24
2016,"Jun","Our Lady's Hospital Navan","Rheumatology",766
2016,"Jun","Portiuncula Hospital","Anaesthetics",49
2016,"Jun","Portiuncula Hospital","Cardiology",302
2016,"Jun","Portiuncula Hospital","Clinical Neurophysiology",77
2016,"Jun","Portiuncula Hospital","Dermatology",419
2016,"Jun","Portiuncula Hospital","Endocrinology",74
2016,"Jun","Portiuncula Hospital","General Medicine",168
2016,"Jun","Portiuncula Hospital","General Surgery",405
2016,"Jun","Portiuncula Hospital","Gynaecology",744
2016,"Jun","Portiuncula Hospital","Orthopaedics",85
2016,"Jun","Portiuncula Hospital","Paediatrics",471
2016,"Jun","Portiuncula Hospital","Urology",422
2016,"Jun","Roscommon Hospital","Endocrinology",74
2016,"Jun","Roscommon Hospital","General Medicine",379
2016,"Jun","Roscommon Hospital","General Surgery",380
2016,"Jun","Roscommon Hospital","Orthopaedics",259
2016,"Jun","Roscommon Hospital","Otolaryngology (ENT)",712
2016,"Jun","Roscommon Hospital","Plastic Surgery",256
2016,"Jun","Roscommon Hospital","Urology",149
2016,"Jun","Roscommon Hospital","Vascular Surgery",236
2016,"Jun","Rotunda Hospital","Anaesthetics",197
2016,"Jun","Rotunda Hospital","Gynaecology",1810
2016,"Jun","Royal Victoria Eye and Ear Hospital","Ophthalmology",5323
2016,"Jun","Royal Victoria Eye and Ear Hospital","Otolaryngology (ENT)",2917
2016,"Jun","Sligo Regional Hospital","Dermatology",334
2016,"Jun","Sligo Regional Hospital","Endocrinology",356
2016,"Jun","Sligo Regional Hospital","General Medicine",1383
2016,"Jun","Sligo Regional Hospital","General Surgery",1140
2016,"Jun","Sligo Regional Hospital","Gynaecology",662
2016,"Jun","Sligo Regional Hospital","Haematology",130
2016,"Jun","Sligo Regional Hospital","Immunology",55
2016,"Jun","Sligo Regional Hospital","Nephrology",226
2016,"Jun","Sligo Regional Hospital","Neurology",419
2016,"Jun","Sligo Regional Hospital","Oncology",13
2016,"Jun","Sligo Regional Hospital","Ophthalmology",781
2016,"Jun","Sligo Regional Hospital","Orthopaedics",1482
2016,"Jun","Sligo Regional Hospital","Otolaryngology (ENT)",1671
2016,"Jun","Sligo Regional Hospital","Paediatrics",418
2016,"Jun","Sligo Regional Hospital","Pain Relief",395
2016,"Jun","Sligo Regional Hospital","Radiotherapy",20
2016,"Jun","Sligo Regional Hospital","Rheumatology",637
2016,"Jun","Sligo Regional Hospital","Urology",395
2016,"Jun","South Infirmary Victoria University Hospital","Dermatology",3841
2016,"Jun","South Infirmary Victoria University Hospital","Endocrinology",284
2016,"Jun","South Infirmary Victoria University Hospital","General Surgery",836
2016,"Jun","South Infirmary Victoria University Hospital","Maxillo-Facial",296
2016,"Jun","South Infirmary Victoria University Hospital","Oncology",12
2016,"Jun","South Infirmary Victoria University Hospital","Ophthalmology",4
2016,"Jun","South Infirmary Victoria University Hospital","Orthopaedics",4942
2016,"Jun","South Infirmary Victoria University Hospital","Otolaryngology (ENT)",5561
2016,"Jun","South Infirmary Victoria University Hospital","Pain Relief",1377
2016,"Jun","South Infirmary Victoria University Hospital","Plastic Surgery",1237
2016,"Jun","South Infirmary Victoria University Hospital","Rheumatology",364
2016,"Jun","South Tipperary General Hospital","Cardiology",11
2016,"Jun","South Tipperary General Hospital","Diabetes Mellitus",157
2016,"Jun","South Tipperary General Hospital","Gastro-Intestinal Surgery",1
2016,"Jun","South Tipperary General Hospital","General Medicine",1624
2016,"Jun","South Tipperary General Hospital","General Surgery",1035
2016,"Jun","South Tipperary General Hospital","Gynaecology",425
2016,"Jun","South Tipperary General Hospital","Paediatrics",480
2016,"Jun","South Tipperary General Hospital","Small Volume Specialities",1
2016,"Jun","St. Columcille's Hospital","Anaesthetics",13
2016,"Jun","St. Columcille's Hospital","Cardiology",513
2016,"Jun","St. Columcille's Hospital","Diabetes Mellitus",11
2016,"Jun","St. Columcille's Hospital","Endocrinology",1450
2016,"Jun","St. Columcille's Hospital","Gastro-Enterology",22
2016,"Jun","St. Columcille's Hospital","General Medicine",1
2016,"Jun","St. Columcille's Hospital","General Surgery",243
2016,"Jun","St. Columcille's Hospital","Geriatric Medicine",138
2016,"Jun","St. Columcille's Hospital","Gynaecology",26
2016,"Jun","St. Columcille's Hospital","Orthopaedics",20
2016,"Jun","St. Columcille's Hospital","Pain Relief",176
2016,"Jun","St. Columcille's Hospital","Urology",155
2016,"Jun","St. Columcille's Hospital","Vascular Surgery",36
2016,"Jun","St. James's Hospital","Cardio-Thoracic Surgery",23
2016,"Jun","St. James's Hospital","Cardiology",537
2016,"Jun","St. James's Hospital","Clinical (Medical) Genetics",372
2016,"Jun","St. James's Hospital","Clinical Immunology",281
2016,"Jun","St. James's Hospital","Dermatology",1817
2016,"Jun","St. James's Hospital","Diabetes Mellitus",175
2016,"Jun","St. James's Hospital","Endocrinology",309
2016,"Jun","St. James's Hospital","Gastro-Enterology",537
2016,"Jun","St. James's Hospital","General Medicine",116
2016,"Jun","St. James's Hospital","General Surgery",1879
2016,"Jun","St. James's Hospital","Geriatric Medicine",131
2016,"Jun","St. James's Hospital","Gynaecology",89
2016,"Jun","St. James's Hospital","Haematology",240
2016,"Jun","St. James's Hospital","Infectious Diseases",19
2016,"Jun","St. James's Hospital","Maxillo-Facial",857
2016,"Jun","St. James's Hospital","Nephrology",97
2016,"Jun","St. James's Hospital","Neurology",429
2016,"Jun","St. James's Hospital","Oncology",32
2016,"Jun","St. James's Hospital","Ophthalmology",81
2016,"Jun","St. James's Hospital","Orthopaedics",1492
2016,"Jun","St. James's Hospital","Otolaryngology (ENT)",840
2016,"Jun","St. James's Hospital","Pain Relief",445
2016,"Jun","St. James's Hospital","Palliative Medicine",11
2016,"Jun","St. James's Hospital","Plastic Surgery",1454
2016,"Jun","St. James's Hospital","Psychiatry",68
2016,"Jun","St. James's Hospital","Radiotherapy",23
2016,"Jun","St. James's Hospital","Respiratory Medicine",262
2016,"Jun","St. James's Hospital","Rheumatology",254
2016,"Jun","St. James's Hospital","Small Volume Specialities",1
2016,"Jun","St. James's Hospital","Urology",1530
2016,"Jun","St. James's Hospital","Vascular Surgery",550
2016,"Jun","St. John's Hospital Limerick","General Medicine",162
2016,"Jun","St. John's Hospital Limerick","General Surgery",306
2016,"Jun","St. John's Hospital Limerick","Gynaecology",257
2016,"Jun","St. John's Hospital Limerick","Other",31
2016,"Jun","St. John's Hospital Limerick","Otolaryngology (ENT)",76
2016,"Jun","St. John's Hospital Limerick","Pain Relief",255
2016,"Jun","St. John's Hospital Limerick","Urology",145
2016,"Jun","St. Luke's General Hospital Kilkenny","Cardiology",299
2016,"Jun","St. Luke's General Hospital Kilkenny","Diabetes Mellitus",75
2016,"Jun","St. Luke's General Hospital Kilkenny","Gastro-Enterology",222
2016,"Jun","St. Luke's General Hospital Kilkenny","General Medicine",281
2016,"Jun","St. Luke's General Hospital Kilkenny","General Surgery",762
2016,"Jun","St. Luke's General Hospital Kilkenny","Geriatric Medicine",67
2016,"Jun","St. Luke's General Hospital Kilkenny","Gynaecology",697
2016,"Jun","St. Luke's General Hospital Kilkenny","Obstetrics",1
2016,"Jun","St. Luke's General Hospital Kilkenny","Paediatrics",323
2016,"Jun","St. Luke's General Hospital Kilkenny","Respiratory Medicine",272
2016,"Jun","St. Luke's General Hospital Kilkenny","Rheumatology",11
2016,"Jun","St. Michael's Hospital Dun Laoghaire","Cardiology",105
2016,"Jun","St. Michael's Hospital Dun Laoghaire","Dermatology",233
2016,"Jun","St. Michael's Hospital Dun Laoghaire","Diabetes Mellitus",65
2016,"Jun","St. Michael's Hospital Dun Laoghaire","Endocrinology",46
2016,"Jun","St. Michael's Hospital Dun Laoghaire","Gastro-Enterology",273
2016,"Jun","St. Michael's Hospital Dun Laoghaire","General Surgery",522
2016,"Jun","St. Michael's Hospital Dun Laoghaire","Geriatric Medicine",9
2016,"Jun","St. Michael's Hospital Dun Laoghaire","Gynaecology",480
2016,"Jun","St. Michael's Hospital Dun Laoghaire","Ophthalmology",272
2016,"Jun","St. Michael's Hospital Dun Laoghaire","Orthopaedics",85
2016,"Jun","St. Michael's Hospital Dun Laoghaire","Other",2
2016,"Jun","St. Michael's Hospital Dun Laoghaire","Otolaryngology (ENT)",387
2016,"Jun","St. Michael's Hospital Dun Laoghaire","Respiratory Medicine",24
2016,"Jun","St. Michael's Hospital Dun Laoghaire","Urology",99
2016,"Jun","St. Michael's Hospital Dun Laoghaire","Vascular Surgery",160
2016,"Jun","St. Vincent's University Hospital","Cardio-Thoracic Surgery",8
2016,"Jun","St. Vincent's University Hospital","Cardiology",1311
2016,"Jun","St. Vincent's University Hospital","Dental Surgery",10
2016,"Jun","St. Vincent's University Hospital","Dermatology",1697
2016,"Jun","St. Vincent's University Hospital","Endocrinology",423
2016,"Jun","St. Vincent's University Hospital","Gastro-Enterology",835
2016,"Jun","St. Vincent's University Hospital","General Surgery",1087
2016,"Jun","St. Vincent's University Hospital","Geriatric Medicine",37
2016,"Jun","St. Vincent's University Hospital","Gynaecology",368
2016,"Jun","St. Vincent's University Hospital","Haematology",286
2016,"Jun","St. Vincent's University Hospital","Infectious Diseases",5
2016,"Jun","St. Vincent's University Hospital","Nephrology",171
2016,"Jun","St. Vincent's University Hospital","Neurology",1263
2016,"Jun","St. Vincent's University Hospital","Oncology",39
2016,"Jun","St. Vincent's University Hospital","Ophthalmology",319
2016,"Jun","St. Vincent's University Hospital","Orthopaedics",1960
2016,"Jun","St. Vincent's University Hospital","Otolaryngology (ENT)",1188
2016,"Jun","St. Vincent's University Hospital","Pain Relief",494
2016,"Jun","St. Vincent's University Hospital","Plastic Surgery",1559
2016,"Jun","St. Vincent's University Hospital","Psychiatry",21
2016,"Jun","St. Vincent's University Hospital","Radiotherapy",37
2016,"Jun","St. Vincent's University Hospital","Rehabilitation Medicine",9
2016,"Jun","St. Vincent's University Hospital","Respiratory Medicine",1101
2016,"Jun","St. Vincent's University Hospital","Rheumatology",933
2016,"Jun","St. Vincent's University Hospital","Small Volume Specialities",1
2016,"Jun","St. Vincent's University Hospital","Urology",1043
2016,"Jun","St. Vincent's University Hospital","Vascular Surgery",264
2016,"Jun","Tallaght Children's Hospital","Clinical Neurophysiology",61
2016,"Jun","Tallaght Children's Hospital","Dental Surgery",18
2016,"Jun","Tallaght Children's Hospital","Developmental Paediatrics",418
2016,"Jun","Tallaght Children's Hospital","Immunology",295
2016,"Jun","Tallaght Children's Hospital","Ophthalmology",189
2016,"Jun","Tallaght Children's Hospital","Paed Cardiology",360
2016,"Jun","Tallaght Children's Hospital","Paed Endocrinology",137
2016,"Jun","Tallaght Children's Hospital","Paed Gastro-Enterol",242
2016,"Jun","Tallaght Children's Hospital","Paed Orthopaedic",131
2016,"Jun","Tallaght Children's Hospital","Paediatric Dermatology",563
2016,"Jun","Tallaght Children's Hospital","Paediatric ENT",1895
2016,"Jun","Tallaght Children's Hospital","Paediatric Neurology",70
2016,"Jun","Tallaght Children's Hospital","Paediatric Respiratory Medicine",323
2016,"Jun","Tallaght Children's Hospital","Paediatric Surgery",286
2016,"Jun","Tallaght Children's Hospital","Paediatrics",1013
2016,"Jun","Tallaght Hospital","Anaesthetics",3
2016,"Jun","Tallaght Hospital","Cardiology",821
2016,"Jun","Tallaght Hospital","Chemical Pathology",79
2016,"Jun","Tallaght Hospital","Clinical Neurophysiology",803
2016,"Jun","Tallaght Hospital","Dermatology",1786
2016,"Jun","Tallaght Hospital","Endocrinology",552
2016,"Jun","Tallaght Hospital","Gastro-Enterology",1127
2016,"Jun","Tallaght Hospital","General Medicine",3
2016,"Jun","Tallaght Hospital","General Surgery",1341
2016,"Jun","Tallaght Hospital","Geriatric Medicine",132
2016,"Jun","Tallaght Hospital","Gynaecology",1529
2016,"Jun","Tallaght Hospital","Haematology",423
2016,"Jun","Tallaght Hospital","Nephrology",178
2016,"Jun","Tallaght Hospital","Neurology",2209
2016,"Jun","Tallaght Hospital","Oncology",16
2016,"Jun","Tallaght Hospital","Ophthalmology",183
2016,"Jun","Tallaght Hospital","Orthopaedics",2044
2016,"Jun","Tallaght Hospital","Other",472
2016,"Jun","Tallaght Hospital","Otolaryngology (ENT)",2047
2016,"Jun","Tallaght Hospital","Pain Relief",675
2016,"Jun","Tallaght Hospital","Palliative Medicine",2
2016,"Jun","Tallaght Hospital","Psychiatry",39
2016,"Jun","Tallaght Hospital","Rehabilitation Medicine",23
2016,"Jun","Tallaght Hospital","Respiratory Medicine",448
2016,"Jun","Tallaght Hospital","Rheumatology",502
2016,"Jun","Tallaght Hospital","Urology",2405
2016,"Jun","Tallaght Hospital","Vascular Surgery",656
2016,"Jun","University Hospital Limerick","Anaesthetics",210
2016,"Jun","University Hospital Limerick","Cardiology",828
2016,"Jun","University Hospital Limerick","Dermatology",2895
2016,"Jun","University Hospital Limerick","Endocrinology",306
2016,"Jun","University Hospital Limerick","Gastro-Enterology",843
2016,"Jun","University Hospital Limerick","General Medicine",397
2016,"Jun","University Hospital Limerick","General Surgery",1825
2016,"Jun","University Hospital Limerick","Geriatric Medicine",168
2016,"Jun","University Hospital Limerick","Gynaecology",1247
2016,"Jun","University Hospital Limerick","Haematology",384
2016,"Jun","University Hospital Limerick","Maxillo-Facial",1965
2016,"Jun","University Hospital Limerick","Nephrology",203
2016,"Jun","University Hospital Limerick","Neurology",832
2016,"Jun","University Hospital Limerick","Oncology",69
2016,"Jun","University Hospital Limerick","Ophthalmology",2262
2016,"Jun","University Hospital Limerick","Other",6
2016,"Jun","University Hospital Limerick","Otolaryngology (ENT)",3590
2016,"Jun","University Hospital Limerick","Paediatrics",783
2016,"Jun","University Hospital Limerick","Pain Relief",354
2016,"Jun","University Hospital Limerick","Respiratory Medicine",911
2016,"Jun","University Hospital Limerick","Rheumatology",652
2016,"Jun","University Hospital Limerick","Urology",1832
2016,"Jun","University Hospital Limerick","Vascular Surgery",649
2016,"Jun","University Hospital Waterford","Breast Surgery",866
2016,"Jun","University Hospital Waterford","Cardiology",514
2016,"Jun","University Hospital Waterford","Dermatology",1889
2016,"Jun","University Hospital Waterford","Endocrinology",505
2016,"Jun","University Hospital Waterford","Gastro-Enterology",858
2016,"Jun","University Hospital Waterford","Gastro-Intestinal Surgery",15
2016,"Jun","University Hospital Waterford","General Medicine",13
2016,"Jun","University Hospital Waterford","General Surgery",737
2016,"Jun","University Hospital Waterford","Geriatric Medicine",59
2016,"Jun","University Hospital Waterford","Gynaecology",665
2016,"Jun","University Hospital Waterford","Haematology",249
2016,"Jun","University Hospital Waterford","Nephrology",268
2016,"Jun","University Hospital Waterford","Neurology",728
2016,"Jun","University Hospital Waterford","Obstetrics",1
2016,"Jun","University Hospital Waterford","Oncology",26
2016,"Jun","University Hospital Waterford","Ophthalmology",2549
2016,"Jun","University Hospital Waterford","Orthopaedics",5806
2016,"Jun","University Hospital Waterford","Otolaryngology (ENT)",6404
2016,"Jun","University Hospital Waterford","Paediatrics",236
2016,"Jun","University Hospital Waterford","Pain Relief",571
2016,"Jun","University Hospital Waterford","Respiratory Medicine",821
2016,"Jun","University Hospital Waterford","Rheumatology",950
2016,"Jun","University Hospital Waterford","Urology",2594
2016,"Jun","University Hospital Waterford","Vascular Surgery",848
2016,"Jun","Wexford General Hospital","General Medicine",1226
2016,"Jun","Wexford General Hospital","General Surgery",379
2016,"Jun","Wexford General Hospital","Geriatric Medicine",87
2016,"Jun","Wexford General Hospital","Gynaecology",1034
2016,"Jun","Wexford General Hospital","Oncology",11
2016,"Jun","Wexford General Hospital","Other",1
2016,"Jun","Wexford General Hospital","Paediatrics",547
2016,"Jul","Bantry General Hospital","Dermatology",173
2016,"Jul","Bantry General Hospital","General Medicine",723
2016,"Jul","Bantry General Hospital","General Surgery",225
2016,"Jul","Bantry General Hospital","Orthopaedics",254
2016,"Jul","Bantry General Hospital","Paediatrics",13
2016,"Jul","Beaumont Hospital","Anaesthetics",156
2016,"Jul","Beaumont Hospital","Breast Surgery",109
2016,"Jul","Beaumont Hospital","Cardiology",1364
2016,"Jul","Beaumont Hospital","Clinical Immunology",758
2016,"Jul","Beaumont Hospital","Dermatology",2917
2016,"Jul","Beaumont Hospital","Endocrinology",1524
2016,"Jul","Beaumont Hospital","Gastro-Enterology",500
2016,"Jul","Beaumont Hospital","General Surgery",792
2016,"Jul","Beaumont Hospital","Geriatric Medicine",155
2016,"Jul","Beaumont Hospital","Gynaecology",712
2016,"Jul","Beaumont Hospital","Haematology",477
2016,"Jul","Beaumont Hospital","Infectious Diseases",24
2016,"Jul","Beaumont Hospital","Maxillo-Facial",49
2016,"Jul","Beaumont Hospital","Nephrology",88
2016,"Jul","Beaumont Hospital","Neurology",2272
