"Year","Hospital","Month","TotalPatients"
2016,"Midland Regional Hospital Mullingar","Jun",6251
2016,"Midland Regional Hospital Mullingar","Jul",6547
2016,"Midland Regional Hospital Mullingar","Aug",6682
2016,"Midland Regional Hospital Mullingar","Sep",6720
2016,"Midland Regional Hospital Mullingar","Oct",6508
2016,"Midland Regional Hospital Mullingar","Nov",6539
2016,"Midland Regional Hospital Mullingar","Dec",6481
2016,"Midland Regional Hospital Portlaoise","Jan",3271
2016,"Midland Regional Hospital Portlaoise","Feb",3464
2016,"Midland Regional Hospital Portlaoise","Mar",3573
2016,"Midland Regional Hospital Portlaoise","Apr",3762
2016,"Midland Regional Hospital Portlaoise","May",3771
2016,"Midland Regional Hospital Portlaoise","Jun",3707
2016,"Midland Regional Hospital Portlaoise","Jul",3832
2016,"Midland Regional Hospital Portlaoise","Aug",3991
2016,"Midland Regional Hospital Portlaoise","Sep",4128
2016,"Midland Regional Hospital Portlaoise","Oct",4166
2016,"Midland Regional Hospital Portlaoise","Nov",3922
2016,"Midland Regional Hospital Portlaoise","Dec",3791
2016,"Midland Regional Hospital Tullamore","Jan",13044
2016,"Midland Regional Hospital Tullamore","Feb",12789
2016,"Midland Regional Hospital Tullamore","Mar",12660
2016,"Midland Regional Hospital Tullamore","Apr",12842
2016,"Midland Regional Hospital Tullamore","May",12867
2016,"Midland Regional Hospital Tullamore","Jun",13132
2016,"Midland Regional Hospital Tullamore","Jul",13391
2016,"Midland Regional Hospital Tullamore","Aug",13310
2016,"Midland Regional Hospital Tullamore","Sep",13435
2016,"Midland Regional Hospital Tullamore","Oct",13479
2016,"Midland Regional Hospital Tullamore","Nov",13364
2016,"Midland Regional Hospital Tullamore","Dec",13349
2016,"Naas General Hospital","Jan",4984
2016,"Naas General Hospital","Feb",5040
2016,"Naas General Hospital","Mar",5230
2016,"Naas General Hospital","Apr",5299
2016,"Naas General Hospital","May",5392
2016,"Naas General Hospital","Jun",5574
2016,"Naas General Hospital","Jul",5613
2016,"Naas General Hospital","Aug",5563
2016,"Naas General Hospital","Sep",5576
2016,"Naas General Hospital","Oct",5568
2016,"Naas General Hospital","Nov",5608
2016,"Naas General Hospital","Dec",5717
2016,"Nenagh Hospital","Jan",1709
2016,"Nenagh Hospital","Feb",1705
2016,"Nenagh Hospital","Mar",1711
2016,"Nenagh Hospital","Apr",1738
2016,"Nenagh Hospital","May",1742
2016,"Nenagh Hospital","Jun",1725
2016,"Nenagh Hospital","Jul",1735
2016,"Nenagh Hospital","Aug",1739
2016,"Nenagh Hospital","Sep",1772
2016,"Nenagh Hospital","Oct",1744
2016,"Nenagh Hospital","Nov",1309
2016,"Nenagh Hospital","Dec",1431
2016,"Our Lady of Lourdes Hospital Drogheda","Jan",11150
2016,"Our Lady of Lourdes Hospital Drogheda","Feb",11242
2016,"Our Lady of Lourdes Hospital Drogheda","Mar",11622
2016,"Our Lady of Lourdes Hospital Drogheda","Apr",11724
2016,"Our Lady of Lourdes Hospital Drogheda","May",12145
2016,"Our Lady of Lourdes Hospital Drogheda","Jun",12233
2016,"Our Lady of Lourdes Hospital Drogheda","Jul",12386
2016,"Our Lady of Lourdes Hospital Drogheda","Aug",12135
2016,"Our Lady of Lourdes Hospital Drogheda","Sep",12098
2016,"Our Lady of Lourdes Hospital Drogheda","Oct",12216
2016,"Our Lady of Lourdes Hospital Drogheda","Nov",11914
2016,"Our Lady of Lourdes Hospital Drogheda","Dec",11705
2016,"Our Lady's Children's Hospital Crumlin","Jan",11923
2016,"Our Lady's Children's Hospital Crumlin","Feb",12066
2016,"Our Lady's Children's Hospital Crumlin","Mar",12267
2016,"Our Lady's Children's Hospital Crumlin","Apr",12531
2016,"Our Lady's Children's Hospital Crumlin","May",12952
2016,"Our Lady's Children's Hospital Crumlin","Jun",13086
2016,"Our Lady's Children's Hospital Crumlin","Jul",13207
2016,"Our Lady's Children's Hospital Crumlin","Aug",13524
2016,"Our Lady's Children's Hospital Crumlin","Sep",13320
2016,"Our Lady's Children's Hospital Crumlin","Oct",13425
2016,"Our Lady's Children's Hospital Crumlin","Nov",13529
2016,"Our Lady's Children's Hospital Crumlin","Dec",13779
2016,"Our Lady's Hospital Navan","Jan",4287
2016,"Our Lady's Hospital Navan","Feb",4349
2016,"Our Lady's Hospital Navan","Mar",4487
2016,"Our Lady's Hospital Navan","Apr",4594
2016,"Our Lady's Hospital Navan","May",4578
2016,"Our Lady's Hospital Navan","Jun",4713
2016,"Our Lady's Hospital Navan","Jul",4758
2016,"Our Lady's Hospital Navan","Aug",4925
2016,"Our Lady's Hospital Navan","Sep",5076
2016,"Our Lady's Hospital Navan","Oct",5162
2016,"Our Lady's Hospital Navan","Nov",5062
2016,"Our Lady's Hospital Navan","Dec",5118
2016,"Portiuncula Hospital","Jan",3083
2016,"Portiuncula Hospital","Feb",3107
2016,"Portiuncula Hospital","Mar",3103
2016,"Portiuncula Hospital","Apr",3155
2016,"Portiuncula Hospital","May",3169
2016,"Portiuncula Hospital","Jun",3216
2016,"Portiuncula Hospital","Jul",3155
2016,"Portiuncula Hospital","Aug",3111
2016,"Portiuncula Hospital","Sep",3100
2016,"Portiuncula Hospital","Oct",3058
2016,"Portiuncula Hospital","Nov",3139
2016,"Portiuncula Hospital","Dec",3114
2016,"Roscommon Hospital","Jan",2149
2016,"Roscommon Hospital","Feb",2347
2016,"Roscommon Hospital","Mar",2249
2016,"Roscommon Hospital","Apr",2367
2016,"Roscommon Hospital","May",2580
2016,"Roscommon Hospital","Jun",2445
2016,"Roscommon Hospital","Jul",2416
2016,"Roscommon Hospital","Aug",2594
2016,"Roscommon Hospital","Sep",2619
2016,"Roscommon Hospital","Oct",2547
2016,"Roscommon Hospital","Nov",2564
2016,"Roscommon Hospital","Dec",2604
2016,"Rotunda Hospital","Jan",1747
2016,"Rotunda Hospital","Feb",1800
2016,"Rotunda Hospital","Mar",1818
2016,"Rotunda Hospital","Apr",1833
2016,"Rotunda Hospital","May",1974
2016,"Rotunda Hospital","Jun",2007
2016,"Rotunda Hospital","Jul",2109
2016,"Rotunda Hospital","Aug",2113
2016,"Rotunda Hospital","Sep",2165
2016,"Rotunda Hospital","Oct",2204
2016,"Rotunda Hospital","Nov",2287
2016,"Rotunda Hospital","Dec",2333
2016,"Royal Victoria Eye and Ear Hospital","Jan",7497
2016,"Royal Victoria Eye and Ear Hospital","Feb",7605
2016,"Royal Victoria Eye and Ear Hospital","Mar",7774
2016,"Royal Victoria Eye and Ear Hospital","Apr",7887
2016,"Royal Victoria Eye and Ear Hospital","May",8206
2016,"Royal Victoria Eye and Ear Hospital","Jun",8240
2016,"Royal Victoria Eye and Ear Hospital","Jul",8969
2016,"Royal Victoria Eye and Ear Hospital","Aug",7984
2016,"Royal Victoria Eye and Ear Hospital","Sep",8418
2016,"Royal Victoria Eye and Ear Hospital","Oct",8654
2016,"Royal Victoria Eye and Ear Hospital","Nov",9119
2016,"Royal Victoria Eye and Ear Hospital","Dec",9253
2016,"Sligo Regional Hospital","Jan",10590
2016,"Sligo Regional Hospital","Feb",10420
2016,"Sligo Regional Hospital","Mar",10312
2016,"Sligo Regional Hospital","Apr",10328
2016,"Sligo Regional Hospital","May",10446
2016,"Sligo Regional Hospital","Jun",10517
2016,"Sligo Regional Hospital","Jul",10549
2016,"Sligo Regional Hospital","Aug",10625
2016,"Sligo Regional Hospital","Sep",10418
2016,"Sligo Regional Hospital","Oct",10548
2016,"Sligo Regional Hospital","Nov",10510
2016,"Sligo Regional Hospital","Dec",10472
2016,"South Infirmary Victoria University Hospital","Jan",17832
2016,"South Infirmary Victoria University Hospital","Feb",18219
2016,"South Infirmary Victoria University Hospital","Mar",18360
2016,"South Infirmary Victoria University Hospital","Apr",18647
2016,"South Infirmary Victoria University Hospital","May",18950
2016,"South Infirmary Victoria University Hospital","Jun",18754
2016,"South Infirmary Victoria University Hospital","Jul",19795
2016,"South Infirmary Victoria University Hospital","Aug",19657
2016,"South Infirmary Victoria University Hospital","Sep",19908
2016,"South Infirmary Victoria University Hospital","Oct",20261
2016,"South Infirmary Victoria University Hospital","Nov",20469
2016,"South Infirmary Victoria University Hospital","Dec",19603
2016,"South Tipperary General Hospital","Jan",3629
2016,"South Tipperary General Hospital","Feb",3676
2016,"South Tipperary General Hospital","Mar",3717
2016,"South Tipperary General Hospital","Apr",3778
2016,"South Tipperary General Hospital","May",3716
2016,"South Tipperary General Hospital","Jun",3734
2016,"South Tipperary General Hospital","Jul",3766
2016,"South Tipperary General Hospital","Aug",3732
2016,"South Tipperary General Hospital","Sep",3756
2016,"South Tipperary General Hospital","Oct",3714
2016,"South Tipperary General Hospital","Nov",3473
2016,"South Tipperary General Hospital","Dec",3398
2016,"St. Columcille's Hospital","Jan",2704
2016,"St. Columcille's Hospital","Feb",2702
2016,"St. Columcille's Hospital","Mar",2767
2016,"St. Columcille's Hospital","Apr",2707
2016,"St. Columcille's Hospital","May",2792
2016,"St. Columcille's Hospital","Jun",2804
2016,"St. Columcille's Hospital","Jul",2711
2016,"St. Columcille's Hospital","Aug",2696
2016,"St. Columcille's Hospital","Sep",2686
2016,"St. Columcille's Hospital","Oct",2582
2016,"St. Columcille's Hospital","Nov",2623
2016,"St. Columcille's Hospital","Dec",2655
2016,"St. James's Hospital","Jan",13498
2016,"St. James's Hospital","Feb",13609
2016,"St. James's Hospital","Mar",14310
2016,"St. James's Hospital","Apr",14278
2016,"St. James's Hospital","May",14578
2016,"St. James's Hospital","Jun",14951
2016,"St. James's Hospital","Jul",15174
2016,"St. James's Hospital","Aug",15161
2016,"St. James's Hospital","Sep",15198
2016,"St. James's Hospital","Oct",15321
2016,"St. James's Hospital","Nov",15380
2016,"St. James's Hospital","Dec",15286
2016,"St. John's Hospital Limerick","Jan",1222
2016,"St. John's Hospital Limerick","Feb",1234
2016,"St. John's Hospital Limerick","Mar",1232
2016,"St. John's Hospital Limerick","Apr",1232
2016,"St. John's Hospital Limerick","May",1232
2016,"St. John's Hospital Limerick","Jun",1232
2016,"St. John's Hospital Limerick","Jul",1680
2016,"St. John's Hospital Limerick","Aug",1610
2016,"St. John's Hospital Limerick","Sep",1585
2016,"St. John's Hospital Limerick","Oct",1592
2016,"St. John's Hospital Limerick","Nov",1524
2016,"St. John's Hospital Limerick","Dec",1414
2016,"St. Luke's General Hospital Kilkenny","Jan",2568
2016,"St. Luke's General Hospital Kilkenny","Feb",2637
2016,"St. Luke's General Hospital Kilkenny","Mar",2811
2016,"St. Luke's General Hospital Kilkenny","Apr",2893
2016,"St. Luke's General Hospital Kilkenny","May",2925
2016,"St. Luke's General Hospital Kilkenny","Jun",3010
2016,"St. Luke's General Hospital Kilkenny","Jul",3174
2016,"St. Luke's General Hospital Kilkenny","Aug",3124
2016,"St. Luke's General Hospital Kilkenny","Sep",3084
2016,"St. Luke's General Hospital Kilkenny","Oct",3046
2016,"St. Luke's General Hospital Kilkenny","Nov",3091
2016,"St. Luke's General Hospital Kilkenny","Dec",3080
2016,"St. Michael's Hospital Dun Laoghaire","Jan",2146
2016,"St. Michael's Hospital Dun Laoghaire","Feb",2092
2016,"St. Michael's Hospital Dun Laoghaire","Mar",2223
2016,"St. Michael's Hospital Dun Laoghaire","Apr",2445
2016,"St. Michael's Hospital Dun Laoghaire","May",2544
2016,"St. Michael's Hospital Dun Laoghaire","Jun",2762
2016,"St. Michael's Hospital Dun Laoghaire","Jul",2853
2016,"St. Michael's Hospital Dun Laoghaire","Aug",2810
2016,"St. Michael's Hospital Dun Laoghaire","Sep",2837
2016,"St. Michael's Hospital Dun Laoghaire","Oct",2717
2016,"St. Michael's Hospital Dun Laoghaire","Nov",2761
2016,"St. Michael's Hospital Dun Laoghaire","Dec",2795
2016,"St. Vincent's University Hospital","Jan",15612
2016,"St. Vincent's University Hospital","Feb",15623
2016,"St. Vincent's University Hospital","Mar",15938
2016,"St. Vincent's University Hospital","Apr",16397
2016,"St. Vincent's University Hospital","May",16361
2016,"St. Vincent's University Hospital","Jun",16469
2016,"St. Vincent's University Hospital","Jul",16504
2016,"St. Vincent's University Hospital","Aug",16830
2016,"St. Vincent's University Hospital","Sep",17100
2016,"St. Vincent's University Hospital","Oct",16990
2016,"St. Vincent's University Hospital","Nov",17210
2016,"St. Vincent's University Hospital","Dec",17382
2016,"Tallaght Children's Hospital","Jan",5501
2016,"Tallaght Children's Hospital","Feb",5745
2016,"Tallaght Children's Hospital","Mar",6088
2016,"Tallaght Children's Hospital","Apr",6146
2016,"Tallaght Children's Hospital","May",5792
2016,"Tallaght Children's Hospital","Jun",6001
2016,"Tallaght Children's Hospital","Jul",6027
2016,"Tallaght Children's Hospital","Aug",6124
2016,"Tallaght Children's Hospital","Sep",6129
2016,"Tallaght Children's Hospital","Oct",6163
2016,"Tallaght Children's Hospital","Nov",6310
2016,"Tallaght Children's Hospital","Dec",5964
2016,"Tallaght Hospital","Jan",19445
2016,"Tallaght Hospital","Feb",19546
2016,"Tallaght Hospital","Mar",19940
2016,"Tallaght Hospital","Apr",19612
2016,"Tallaght Hospital","May",19610
2016,"Tallaght Hospital","Jun",20498
2016,"Tallaght Hospital","Jul",21141
2016,"Tallaght Hospital","Aug",21811
2016,"Tallaght Hospital","Sep",22201
2016,"Tallaght Hospital","Oct",21873
2016,"Tallaght Hospital","Nov",21704
2016,"Tallaght Hospital","Dec",22276
2016,"University Hospital Limerick","Jan",18988
2016,"University Hospital Limerick","Feb",19903
2016,"University Hospital Limerick","Mar",21395
2016,"University Hospital Limerick","Apr",22421
2016,"University Hospital Limerick","May",22748
2016,"University Hospital Limerick","Jun",23211
2016,"University Hospital Limerick","Jul",24913
2016,"University Hospital Limerick","Aug",25745
2016,"University Hospital Limerick","Sep",25936
2016,"University Hospital Limerick","Oct",25738
2016,"University Hospital Limerick","Nov",26349
2016,"University Hospital Limerick","Dec",25837
2016,"University Hospital Waterford","Jan",19788
2016,"University Hospital Waterford","Feb",21588
2016,"University Hospital Waterford","Mar",22918
2016,"University Hospital Waterford","Apr",24129
2016,"University Hospital Waterford","May",26743
2016,"University Hospital Waterford","Jun",28172
2016,"University Hospital Waterford","Jul",29052
2016,"University Hospital Waterford","Aug",29631
2016,"University Hospital Waterford","Sep",30092
2016,"University Hospital Waterford","Oct",30509
2016,"University Hospital Waterford","Nov",30940
2016,"University Hospital Waterford","Dec",31132
2016,"Wexford General Hospital","Jan",3203
2016,"Wexford General Hospital","Feb",3245
2016,"Wexford General Hospital","Mar",3247
2016,"Wexford General Hospital","Apr",3234
2016,"Wexford General Hospital","May",3248
2016,"Wexford General Hospital","Jun",3285
2016,"Wexford General Hospital","Jul",3153
2016,"Wexford General Hospital","Aug",3051
2016,"Wexford General Hospital","Sep",2881
2016,"Wexford General Hospital","Oct",2972
2016,"Wexford General Hospital","Nov",2973
2016,"Wexford General Hospital","Dec",2930
2017,"Bantry General Hospital","Jan",1235
2017,"Bantry General Hospital","Feb",1286
2017,"Bantry General Hospital","Mar",1210
2017,"Bantry General Hospital","Apr",1243
2017,"Bantry General Hospital","May",1230
2017,"Bantry General Hospital","Jun",1170
2017,"Bantry General Hospital","Jul",1126
2017,"Bantry General Hospital","Aug",1081
2017,"Bantry General Hospital","Sep",1069
2017,"Bantry General Hospital","Oct",1063
2017,"Bantry General Hospital","Nov",1093
2017,"Bantry General Hospital","Dec",1195
2017,"Beaumont Hospital","Jan",25007
2017,"Beaumont Hospital","Feb",25400
2017,"Beaumont Hospital","Mar",25626
2017,"Beaumont Hospital","Apr",26092
2017,"Beaumont Hospital","May",25253
2017,"Beaumont Hospital","Jun",24999
2017,"Beaumont Hospital","Jul",25742
2017,"Beaumont Hospital","Aug",26263
2017,"Beaumont Hospital","Sep",25977
2017,"Beaumont Hospital","Oct",26044
2017,"Beaumont Hospital","Nov",26349
2017,"Beaumont Hospital","Dec",26089
2017,"Cappagh National Orthopaedic Hospital","Jan",1488
2017,"Cappagh National Orthopaedic Hospital","Feb",1563
2017,"Cappagh National Orthopaedic Hospital","Mar",1610
2017,"Cappagh National Orthopaedic Hospital","Apr",1661
2017,"Cappagh National Orthopaedic Hospital","May",1717
2017,"Cappagh National Orthopaedic Hospital","Jun",1758
2017,"Cappagh National Orthopaedic Hospital","Jul",1816
2017,"Cappagh National Orthopaedic Hospital","Aug",1804
2017,"Cappagh National Orthopaedic Hospital","Sep",1870
2017,"Cappagh National Orthopaedic Hospital","Oct",1924
2017,"Cappagh National Orthopaedic Hospital","Nov",1933
2017,"Cappagh National Orthopaedic Hospital","Dec",1973
2017,"Cavan General Hospital","Jan",8744
2017,"Cavan General Hospital","Feb",9117
2017,"Cavan General Hospital","Mar",9465
2017,"Cavan General Hospital","Apr",9775
2017,"Cavan General Hospital","May",10202
2017,"Cavan General Hospital","Jun",10368
2017,"Cavan General Hospital","Jul",10441
2017,"Cavan General Hospital","Aug",10101
2017,"Cavan General Hospital","Sep",8503
2017,"Cavan General Hospital","Oct",8530
2017,"Cavan General Hospital","Nov",8910
2017,"Cavan General Hospital","Dec",8685
2017,"Childrens University Hospital Temple Street","Jan",15310
2017,"Childrens University Hospital Temple Street","Feb",15623
2017,"Childrens University Hospital Temple Street","Mar",16150
2017,"Childrens University Hospital Temple Street","Apr",16227
2017,"Childrens University Hospital Temple Street","May",16328
2017,"Childrens University Hospital Temple Street","Jun",16444
2017,"Childrens University Hospital Temple Street","Jul",16553
2017,"Childrens University Hospital Temple Street","Aug",16710
2017,"Childrens University Hospital Temple Street","Sep",16454
2017,"Childrens University Hospital Temple Street","Oct",16482
2017,"Childrens University Hospital Temple Street","Nov",16647
2017,"Childrens University Hospital Temple Street","Dec",16573
2017,"Connolly Hospital","Jan",10540
2017,"Connolly Hospital","Feb",10640
2017,"Connolly Hospital","Mar",10496
2017,"Connolly Hospital","Apr",10417
2017,"Connolly Hospital","May",10543
2017,"Connolly Hospital","Jun",10729
2017,"Connolly Hospital","Jul",11020
2017,"Connolly Hospital","Aug",11385
2017,"Connolly Hospital","Sep",11327
2017,"Connolly Hospital","Oct",11549
2017,"Connolly Hospital","Nov",11717
2017,"Connolly Hospital","Dec",11520
2017,"Coombe Women and Infants University Hospital","Mar",2944
2017,"Coombe Women and Infants University Hospital","Apr",2882
2017,"Coombe Women and Infants University Hospital","May",2808
2017,"Coombe Women and Infants University Hospital","Jun",2792
2017,"Coombe Women and Infants University Hospital","Jul",2618
2017,"Coombe Women and Infants University Hospital","Aug",2465
2017,"Coombe Women and Infants University Hospital","Sep",2269
2017,"Coombe Women and Infants University Hospital","Oct",2021
2017,"Coombe Women and Infants University Hospital","Nov",2901
2017,"Coombe Women and Infants University Hospital","Dec",2858
2017,"Cork University Hospital","Jan",27381
2017,"Cork University Hospital","Feb",27446
2017,"Cork University Hospital","Mar",28249
2017,"Cork University Hospital","Apr",23352
2017,"Cork University Hospital","May",23728
2017,"Cork University Hospital","Jun",23691
2017,"Cork University Hospital","Jul",23795
2017,"Cork University Hospital","Aug",23809
2017,"Cork University Hospital","Sep",23650
2017,"Cork University Hospital","Oct",23497
2017,"Cork University Hospital","Nov",23497
2017,"Cork University Hospital","Dec",23477
2017,"Cork University Maternity Hospital ","Apr",4673
2017,"Cork University Maternity Hospital ","May",4615
2017,"Cork University Maternity Hospital ","Jun",4524
2017,"Cork University Maternity Hospital ","Jul",4408
2017,"Cork University Maternity Hospital ","Aug",4300
2017,"Cork University Maternity Hospital ","Sep",4221
2017,"Cork University Maternity Hospital ","Oct",4091
2017,"Cork University Maternity Hospital ","Nov",3878
2017,"Cork University Maternity Hospital ","Dec",3792
2017,"Croom Orthopaedic Hospital","Jan",5849
2017,"Croom Orthopaedic Hospital","Feb",6082
2017,"Croom Orthopaedic Hospital","Mar",6082
2017,"Croom Orthopaedic Hospital","Apr",6115
2017,"Croom Orthopaedic Hospital","May",6293
2017,"Croom Orthopaedic Hospital","Jun",6419
2017,"Croom Orthopaedic Hospital","Jul",6608
2017,"Croom Orthopaedic Hospital","Aug",6777
2017,"Croom Orthopaedic Hospital","Sep",6844
2017,"Croom Orthopaedic Hospital","Oct",6892
2017,"Croom Orthopaedic Hospital","Nov",7005
2017,"Croom Orthopaedic Hospital","Dec",6903
2017,"Ennis Hospital","Jan",1688
2017,"Ennis Hospital","Feb",1662
2017,"Ennis Hospital","Mar",1595
2017,"Ennis Hospital","Apr",1561
2017,"Ennis Hospital","May",1548
2017,"Ennis Hospital","Jun",1597
2017,"Ennis Hospital","Jul",1464
2017,"Ennis Hospital","Aug",1419
2017,"Ennis Hospital","Sep",1410
2017,"Ennis Hospital","Oct",1393
2017,"Ennis Hospital","Nov",1411
2017,"Ennis Hospital","Dec",1397
2017,"Galway University Hospital","Jan",35138
2017,"Galway University Hospital","Feb",35471
2017,"Galway University Hospital","Mar",35841
2017,"Galway University Hospital","Apr",36861
2017,"Galway University Hospital","May",37204
2017,"Galway University Hospital","Jun",37498
2017,"Galway University Hospital","Jul",38501
2017,"Galway University Hospital","Aug",39041
2017,"Galway University Hospital","Sep",38832
2017,"Galway University Hospital","Oct",38652
2017,"Galway University Hospital","Nov",38285
2017,"Galway University Hospital","Dec",38404
2017,"Kerry General Hospital","Jan",8533
2017,"Kerry General Hospital","Feb",8810
2017,"Kerry General Hospital","Mar",8804
2017,"Kerry General Hospital","Apr",9134
2017,"Kerry General Hospital","May",9353
2017,"Kerry General Hospital","Jun",9409
2017,"Kerry General Hospital","Jul",9393
2017,"Kerry General Hospital","Aug",9479
2017,"Kerry General Hospital","Sep",9723
2017,"Kerry General Hospital","Oct",9712
2017,"Kerry General Hospital","Nov",9686
2017,"Kerry General Hospital","Dec",9728
2017,"Letterkenny General Hospital","Jan",12842
2017,"Letterkenny General Hospital","Feb",12938
2017,"Letterkenny General Hospital","Mar",13359
2017,"Letterkenny General Hospital","Apr",13669
2017,"Letterkenny General Hospital","May",13824
2017,"Letterkenny General Hospital","Jun",14027
2017,"Letterkenny General Hospital","Jul",13985
2017,"Letterkenny General Hospital","Aug",13914
2017,"Letterkenny General Hospital","Sep",13744
2017,"Letterkenny General Hospital","Oct",13993
2017,"Letterkenny General Hospital","Nov",14311
2017,"Letterkenny General Hospital","Dec",14500
2017,"Louth County Hospital","Jan",2849
2017,"Louth County Hospital","Feb",2940
2017,"Louth County Hospital","Mar",2997
2017,"Louth County Hospital","Apr",3088
2017,"Louth County Hospital","May",3063
2017,"Louth County Hospital","Jun",2960
2017,"Louth County Hospital","Jul",3092
2017,"Louth County Hospital","Aug",2943
2017,"Louth County Hospital","Sep",2742
2017,"Louth County Hospital","Oct",2517
2017,"Louth County Hospital","Nov",2461
2017,"Louth County Hospital","Dec",2274
2017,"Mallow General Hospital","Jan",2489
2017,"Mallow General Hospital","Feb",2499
2017,"Mallow General Hospital","Mar",2495
2017,"Mallow General Hospital","Apr",2487
2017,"Mallow General Hospital","May",2471
2017,"Mallow General Hospital","Jun",2492
2017,"Mallow General Hospital","Jul",2503
2017,"Mallow General Hospital","Aug",2702
2017,"Mallow General Hospital","Sep",2711
2017,"Mallow General Hospital","Oct",2632
2017,"Mallow General Hospital","Nov",2719
2017,"Mallow General Hospital","Dec",2671
2017,"Mater Misericordiae University Hospital","Jan",27029
2017,"Mater Misericordiae University Hospital","Feb",28657
2017,"Mater Misericordiae University Hospital","Mar",29408
2017,"Mater Misericordiae University Hospital","Apr",30170
2017,"Mater Misericordiae University Hospital","May",31008
2017,"Mater Misericordiae University Hospital","Jun",29534
2017,"Mater Misericordiae University Hospital","Jul",31254
2017,"Mater Misericordiae University Hospital","Aug",32208
2017,"Mater Misericordiae University Hospital","Sep",32613
2017,"Mater Misericordiae University Hospital","Oct",32517
2017,"Mater Misericordiae University Hospital","Nov",33076
2017,"Mater Misericordiae University Hospital","Dec",34053
2017,"Mayo General Hospital","Jan",7146
2017,"Mayo General Hospital","Feb",7336
2017,"Mayo General Hospital","Mar",7344
2017,"Mayo General Hospital","Apr",7532
2017,"Mayo General Hospital","May",7595
2017,"Mayo General Hospital","Jun",7743
2017,"Mayo General Hospital","Jul",7845
2017,"Mayo General Hospital","Aug",7938
2017,"Mayo General Hospital","Sep",8021
2017,"Mayo General Hospital","Oct",8248
2017,"Mayo General Hospital","Nov",8627
2017,"Mayo General Hospital","Dec",8521
2017,"Mercy University Hospital","Jan",5109
2017,"Mercy University Hospital","Feb",5087
2017,"Mercy University Hospital","Mar",4965
2017,"Mercy University Hospital","Apr",5094
2017,"Mercy University Hospital","May",4840
2017,"Mercy University Hospital","Jun",4912
2017,"Mercy University Hospital","Jul",4960
2017,"Mercy University Hospital","Aug",5052
2017,"Mercy University Hospital","Sep",5072
2017,"Mercy University Hospital","Oct",5314
2017,"Mercy University Hospital","Nov",5082
2017,"Mercy University Hospital","Dec",5090
2017,"Midland Regional Hospital Mullingar","Jan",6743
2017,"Midland Regional Hospital Mullingar","Feb",7464
2017,"Midland Regional Hospital Mullingar","Mar",7856
2017,"Midland Regional Hospital Mullingar","Apr",7570
2017,"Midland Regional Hospital Mullingar","May",7218
2017,"Midland Regional Hospital Mullingar","Jun",7528
2017,"Midland Regional Hospital Mullingar","Jul",7849
2017,"Midland Regional Hospital Mullingar","Aug",8010
2017,"Midland Regional Hospital Mullingar","Sep",8206
2017,"Midland Regional Hospital Mullingar","Oct",7951
2017,"Midland Regional Hospital Mullingar","Nov",7333
2017,"Midland Regional Hospital Mullingar","Dec",7656
2017,"Midland Regional Hospital Portlaoise","Jan",3831
2017,"Midland Regional Hospital Portlaoise","Feb",3902
2017,"Midland Regional Hospital Portlaoise","Mar",3943
2017,"Midland Regional Hospital Portlaoise","Apr",3913
2017,"Midland Regional Hospital Portlaoise","May",3979
2017,"Midland Regional Hospital Portlaoise","Jun",3808
2017,"Midland Regional Hospital Portlaoise","Jul",3856
2017,"Midland Regional Hospital Portlaoise","Aug",3803
2017,"Midland Regional Hospital Portlaoise","Sep",4453
2017,"Midland Regional Hospital Portlaoise","Oct",4588
2017,"Midland Regional Hospital Portlaoise","Nov",4282
2017,"Midland Regional Hospital Portlaoise","Dec",4629
2017,"Midland Regional Hospital Tullamore","Jan",13475
2017,"Midland Regional Hospital Tullamore","Feb",13391
2017,"Midland Regional Hospital Tullamore","Mar",13250
2017,"Midland Regional Hospital Tullamore","Apr",13264
2017,"Midland Regional Hospital Tullamore","May",13038
2017,"Midland Regional Hospital Tullamore","Jun",13598
2017,"Midland Regional Hospital Tullamore","Jul",13634
2017,"Midland Regional Hospital Tullamore","Aug",13695
2017,"Midland Regional Hospital Tullamore","Sep",14704
2017,"Midland Regional Hospital Tullamore","Oct",15196
2017,"Midland Regional Hospital Tullamore","Nov",15233
2017,"Midland Regional Hospital Tullamore","Dec",15325
2017,"Naas General Hospital","Jan",5773
2017,"Naas General Hospital","Feb",5808
2017,"Naas General Hospital","Mar",5943
2017,"Naas General Hospital","Apr",6094
2017,"Naas General Hospital","May",6178
2017,"Naas General Hospital","Jun",6374
2017,"Naas General Hospital","Jul",6538
2017,"Naas General Hospital","Aug",6741
2017,"Naas General Hospital","Sep",6943
2017,"Naas General Hospital","Oct",7197
2017,"Naas General Hospital","Nov",7424
2017,"Naas General Hospital","Dec",7617
2017,"Nenagh Hospital","Jan",1451
2017,"Nenagh Hospital","Feb",1366
2017,"Nenagh Hospital","Mar",1356
2017,"Nenagh Hospital","Apr",1310
2017,"Nenagh Hospital","May",1302
2017,"Nenagh Hospital","Jun",1336
2017,"Nenagh Hospital","Jul",1254
2017,"Nenagh Hospital","Aug",1212
2017,"Nenagh Hospital","Sep",1233
2017,"Nenagh Hospital","Oct",1159
2017,"Nenagh Hospital","Nov",1088
2017,"Nenagh Hospital","Dec",1065
2017,"Our Lady of Lourdes Hospital Drogheda","Jan",12087
2017,"Our Lady of Lourdes Hospital Drogheda","Feb",12368
