"Year","Month","Hospital","Time.Bands","TotalPatients"
2016,"Jul","Our Lady's Hospital Navan","12-15 Months",393
2016,"Jul","Our Lady's Hospital Navan","15-18 Months",71
2016,"Jul","Our Lady's Hospital Navan","18+ Months",2
2016,"Jul","Portiuncula Hospital"," 0-3 Months",1437
2016,"Jul","Portiuncula Hospital"," 3-6 Months",832
2016,"Jul","Portiuncula Hospital"," 6-9 Months",369
2016,"Jul","Portiuncula Hospital"," 9-12 Months",186
2016,"Jul","Portiuncula Hospital","12-15 Months",148
2016,"Jul","Portiuncula Hospital","15-18 Months",79
2016,"Jul","Portiuncula Hospital","18+ Months",104
2016,"Jul","Roscommon Hospital"," 0-3 Months",1091
2016,"Jul","Roscommon Hospital"," 3-6 Months",459
2016,"Jul","Roscommon Hospital"," 6-9 Months",244
2016,"Jul","Roscommon Hospital"," 9-12 Months",212
2016,"Jul","Roscommon Hospital","12-15 Months",153
2016,"Jul","Roscommon Hospital","15-18 Months",131
2016,"Jul","Roscommon Hospital","18+ Months",126
2016,"Jul","Rotunda Hospital"," 0-3 Months",1134
2016,"Jul","Rotunda Hospital"," 3-6 Months",580
2016,"Jul","Rotunda Hospital"," 6-9 Months",365
2016,"Jul","Rotunda Hospital"," 9-12 Months",30
2016,"Jul","Royal Victoria Eye and Ear Hospital"," 0-3 Months",2733
2016,"Jul","Royal Victoria Eye and Ear Hospital"," 3-6 Months",1799
2016,"Jul","Royal Victoria Eye and Ear Hospital"," 6-9 Months",1210
2016,"Jul","Royal Victoria Eye and Ear Hospital"," 9-12 Months",1122
2016,"Jul","Royal Victoria Eye and Ear Hospital","12-15 Months",1038
2016,"Jul","Royal Victoria Eye and Ear Hospital","15-18 Months",762
2016,"Jul","Royal Victoria Eye and Ear Hospital","18+ Months",305
2016,"Jul","Sligo Regional Hospital"," 0-3 Months",4941
2016,"Jul","Sligo Regional Hospital"," 3-6 Months",2617
2016,"Jul","Sligo Regional Hospital"," 6-9 Months",1509
2016,"Jul","Sligo Regional Hospital"," 9-12 Months",926
2016,"Jul","Sligo Regional Hospital","12-15 Months",352
2016,"Jul","Sligo Regional Hospital","15-18 Months",114
2016,"Jul","Sligo Regional Hospital","18+ Months",90
2016,"Jul","South Infirmary Victoria University Hospital"," 0-3 Months",6782
2016,"Jul","South Infirmary Victoria University Hospital"," 3-6 Months",4085
2016,"Jul","South Infirmary Victoria University Hospital"," 6-9 Months",2873
2016,"Jul","South Infirmary Victoria University Hospital"," 9-12 Months",2391
2016,"Jul","South Infirmary Victoria University Hospital","12-15 Months",1513
2016,"Jul","South Infirmary Victoria University Hospital","15-18 Months",969
2016,"Jul","South Infirmary Victoria University Hospital","18+ Months",1182
2016,"Jul","South Tipperary General Hospital"," 0-3 Months",1528
2016,"Jul","South Tipperary General Hospital"," 3-6 Months",1042
2016,"Jul","South Tipperary General Hospital"," 6-9 Months",535
2016,"Jul","South Tipperary General Hospital"," 9-12 Months",375
2016,"Jul","South Tipperary General Hospital","12-15 Months",272
2016,"Jul","South Tipperary General Hospital","15-18 Months",14
2016,"Jul","St. Columcille's Hospital"," 0-3 Months",725
2016,"Jul","St. Columcille's Hospital"," 3-6 Months",426
2016,"Jul","St. Columcille's Hospital"," 6-9 Months",326
2016,"Jul","St. Columcille's Hospital"," 9-12 Months",353
2016,"Jul","St. Columcille's Hospital","12-15 Months",296
2016,"Jul","St. Columcille's Hospital","15-18 Months",155
2016,"Jul","St. Columcille's Hospital","18+ Months",430
2016,"Jul","St. James's Hospital"," 0-3 Months",8068
2016,"Jul","St. James's Hospital"," 3-6 Months",3451
2016,"Jul","St. James's Hospital"," 6-9 Months",1756
2016,"Jul","St. James's Hospital"," 9-12 Months",929
2016,"Jul","St. James's Hospital","12-15 Months",465
2016,"Jul","St. James's Hospital","15-18 Months",323
2016,"Jul","St. James's Hospital","18+ Months",182
2016,"Jul","St. John's Hospital Limerick"," 0-3 Months",1061
2016,"Jul","St. John's Hospital Limerick"," 3-6 Months",398
2016,"Jul","St. John's Hospital Limerick"," 6-9 Months",159
2016,"Jul","St. John's Hospital Limerick"," 9-12 Months",54
2016,"Jul","St. John's Hospital Limerick","12-15 Months",7
2016,"Jul","St. John's Hospital Limerick","15-18 Months",1
2016,"Jul","St. Luke's General Hospital Kilkenny"," 0-3 Months",2174
2016,"Jul","St. Luke's General Hospital Kilkenny"," 3-6 Months",597
2016,"Jul","St. Luke's General Hospital Kilkenny"," 6-9 Months",190
2016,"Jul","St. Luke's General Hospital Kilkenny"," 9-12 Months",108
2016,"Jul","St. Luke's General Hospital Kilkenny","12-15 Months",73
2016,"Jul","St. Luke's General Hospital Kilkenny","15-18 Months",28
2016,"Jul","St. Luke's General Hospital Kilkenny","18+ Months",4
2016,"Jul","St. Michael's Hospital Dun Laoghaire"," 0-3 Months",1662
2016,"Jul","St. Michael's Hospital Dun Laoghaire"," 3-6 Months",674
2016,"Jul","St. Michael's Hospital Dun Laoghaire"," 6-9 Months",236
2016,"Jul","St. Michael's Hospital Dun Laoghaire"," 9-12 Months",136
2016,"Jul","St. Michael's Hospital Dun Laoghaire","12-15 Months",82
2016,"Jul","St. Michael's Hospital Dun Laoghaire","15-18 Months",62
2016,"Jul","St. Michael's Hospital Dun Laoghaire","18+ Months",1
2016,"Jul","St. Vincent's University Hospital"," 0-3 Months",7011
2016,"Jul","St. Vincent's University Hospital"," 3-6 Months",4204
2016,"Jul","St. Vincent's University Hospital"," 6-9 Months",2445
2016,"Jul","St. Vincent's University Hospital"," 9-12 Months",1386
2016,"Jul","St. Vincent's University Hospital","12-15 Months",834
2016,"Jul","St. Vincent's University Hospital","15-18 Months",520
2016,"Jul","St. Vincent's University Hospital","18+ Months",104
2016,"Jul","Tallaght Children's Hospital"," 0-3 Months",1866
2016,"Jul","Tallaght Children's Hospital"," 3-6 Months",1614
2016,"Jul","Tallaght Children's Hospital"," 6-9 Months",1097
2016,"Jul","Tallaght Children's Hospital"," 9-12 Months",632
2016,"Jul","Tallaght Children's Hospital","12-15 Months",276
2016,"Jul","Tallaght Children's Hospital","15-18 Months",303
2016,"Jul","Tallaght Children's Hospital","18+ Months",239
2016,"Jul","Tallaght Hospital"," 0-3 Months",6667
2016,"Jul","Tallaght Hospital"," 3-6 Months",4931
2016,"Jul","Tallaght Hospital"," 6-9 Months",3237
2016,"Jul","Tallaght Hospital"," 9-12 Months",2432
2016,"Jul","Tallaght Hospital","12-15 Months",1370
2016,"Jul","Tallaght Hospital","15-18 Months",969
2016,"Jul","Tallaght Hospital","18+ Months",1535
2016,"Jul","University Hospital Limerick"," 0-3 Months",8772
2016,"Jul","University Hospital Limerick"," 3-6 Months",4914
2016,"Jul","University Hospital Limerick"," 6-9 Months",3011
2016,"Jul","University Hospital Limerick"," 9-12 Months",2958
2016,"Jul","University Hospital Limerick","12-15 Months",2382
2016,"Jul","University Hospital Limerick","15-18 Months",1544
2016,"Jul","University Hospital Limerick","18+ Months",1332
2016,"Jul","University Hospital Waterford"," 0-3 Months",8991
2016,"Jul","University Hospital Waterford"," 3-6 Months",6299
2016,"Jul","University Hospital Waterford"," 6-9 Months",3884
2016,"Jul","University Hospital Waterford"," 9-12 Months",3239
2016,"Jul","University Hospital Waterford","12-15 Months",2532
2016,"Jul","University Hospital Waterford","15-18 Months",1797
2016,"Jul","University Hospital Waterford","18+ Months",2310
2016,"Jul","Wexford General Hospital"," 0-3 Months",1626
2016,"Jul","Wexford General Hospital"," 3-6 Months",885
2016,"Jul","Wexford General Hospital"," 6-9 Months",448
2016,"Jul","Wexford General Hospital"," 9-12 Months",190
2016,"Jul","Wexford General Hospital","12-15 Months",4
2016,"Aug","Bantry General Hospital"," 0-3 Months",787
2016,"Aug","Bantry General Hospital"," 3-6 Months",333
2016,"Aug","Bantry General Hospital"," 6-9 Months",143
2016,"Aug","Bantry General Hospital"," 9-12 Months",46
2016,"Aug","Bantry General Hospital","12-15 Months",20
2016,"Aug","Bantry General Hospital","15-18 Months",15
2016,"Aug","Bantry General Hospital","18+ Months",2
2016,"Aug","Beaumont Hospital"," 0-3 Months",8606
2016,"Aug","Beaumont Hospital"," 3-6 Months",5418
2016,"Aug","Beaumont Hospital"," 6-9 Months",3459
2016,"Aug","Beaumont Hospital"," 9-12 Months",2921
2016,"Aug","Beaumont Hospital","12-15 Months",2226
2016,"Aug","Beaumont Hospital","15-18 Months",1725
2016,"Aug","Beaumont Hospital","18+ Months",2622
2016,"Aug","Cappagh National Orthopaedic Hospital"," 0-3 Months",675
2016,"Aug","Cappagh National Orthopaedic Hospital"," 3-6 Months",368
2016,"Aug","Cappagh National Orthopaedic Hospital"," 6-9 Months",245
2016,"Aug","Cappagh National Orthopaedic Hospital"," 9-12 Months",171
2016,"Aug","Cavan General Hospital"," 0-3 Months",2594
2016,"Aug","Cavan General Hospital"," 3-6 Months",2098
2016,"Aug","Cavan General Hospital"," 6-9 Months",1422
2016,"Aug","Cavan General Hospital"," 9-12 Months",999
2016,"Aug","Cavan General Hospital","12-15 Months",694
2016,"Aug","Cavan General Hospital","15-18 Months",307
2016,"Aug","Cavan General Hospital","18+ Months",163
2016,"Aug","Childrens University Hospital Temple Street"," 0-3 Months",4095
2016,"Aug","Childrens University Hospital Temple Street"," 3-6 Months",3221
2016,"Aug","Childrens University Hospital Temple Street"," 6-9 Months",2287
2016,"Aug","Childrens University Hospital Temple Street"," 9-12 Months",1793
2016,"Aug","Childrens University Hospital Temple Street","12-15 Months",1140
2016,"Aug","Childrens University Hospital Temple Street","15-18 Months",842
2016,"Aug","Childrens University Hospital Temple Street","18+ Months",466
2016,"Aug","Connolly Hospital"," 0-3 Months",3799
2016,"Aug","Connolly Hospital"," 3-6 Months",2296
2016,"Aug","Connolly Hospital"," 6-9 Months",1498
2016,"Aug","Connolly Hospital"," 9-12 Months",1316
2016,"Aug","Connolly Hospital","12-15 Months",1060
2016,"Aug","Connolly Hospital","15-18 Months",773
2016,"Aug","Connolly Hospital","18+ Months",982
2016,"Aug","Cork University Hospital"," 0-3 Months",8510
2016,"Aug","Cork University Hospital"," 3-6 Months",5316
2016,"Aug","Cork University Hospital"," 6-9 Months",3763
2016,"Aug","Cork University Hospital"," 9-12 Months",3499
2016,"Aug","Cork University Hospital","12-15 Months",1992
2016,"Aug","Cork University Hospital","15-18 Months",1352
2016,"Aug","Cork University Hospital","18+ Months",1413
2016,"Aug","Croom Orthopaedic Hospital"," 0-3 Months",1284
2016,"Aug","Croom Orthopaedic Hospital"," 3-6 Months",1110
2016,"Aug","Croom Orthopaedic Hospital"," 6-9 Months",727
2016,"Aug","Croom Orthopaedic Hospital"," 9-12 Months",628
2016,"Aug","Croom Orthopaedic Hospital","12-15 Months",522
2016,"Aug","Croom Orthopaedic Hospital","15-18 Months",410
2016,"Aug","Croom Orthopaedic Hospital","18+ Months",398
2016,"Aug","Ennis Hospital"," 0-3 Months",466
2016,"Aug","Ennis Hospital"," 3-6 Months",461
2016,"Aug","Ennis Hospital"," 6-9 Months",391
2016,"Aug","Ennis Hospital"," 9-12 Months",228
2016,"Aug","Ennis Hospital","12-15 Months",135
2016,"Aug","Ennis Hospital","15-18 Months",147
2016,"Aug","Ennis Hospital","18+ Months",184
2016,"Aug","Galway University Hospital"," 0-3 Months",12782
2016,"Aug","Galway University Hospital"," 3-6 Months",6642
2016,"Aug","Galway University Hospital"," 6-9 Months",4488
2016,"Aug","Galway University Hospital"," 9-12 Months",3534
2016,"Aug","Galway University Hospital","12-15 Months",2202
2016,"Aug","Galway University Hospital","15-18 Months",1598
2016,"Aug","Galway University Hospital","18+ Months",1681
2016,"Aug","Kerry General Hospital"," 0-3 Months",2907
2016,"Aug","Kerry General Hospital"," 3-6 Months",2026
2016,"Aug","Kerry General Hospital"," 6-9 Months",1186
2016,"Aug","Kerry General Hospital"," 9-12 Months",1024
2016,"Aug","Kerry General Hospital","12-15 Months",620
2016,"Aug","Kerry General Hospital","15-18 Months",408
2016,"Aug","Kerry General Hospital","18+ Months",204
2016,"Aug","Letterkenny General Hospital"," 0-3 Months",4185
2016,"Aug","Letterkenny General Hospital"," 3-6 Months",2804
2016,"Aug","Letterkenny General Hospital"," 6-9 Months",2063
2016,"Aug","Letterkenny General Hospital"," 9-12 Months",1535
2016,"Aug","Letterkenny General Hospital","12-15 Months",1033
2016,"Aug","Letterkenny General Hospital","15-18 Months",390
2016,"Aug","Letterkenny General Hospital","18+ Months",870
2016,"Aug","Louth County Hospital"," 0-3 Months",1036
2016,"Aug","Louth County Hospital"," 3-6 Months",644
2016,"Aug","Louth County Hospital"," 6-9 Months",433
2016,"Aug","Louth County Hospital"," 9-12 Months",321
2016,"Aug","Louth County Hospital","12-15 Months",215
2016,"Aug","Louth County Hospital","15-18 Months",99
2016,"Aug","Louth County Hospital","18+ Months",44
2016,"Aug","Mallow General Hospital"," 0-3 Months",960
2016,"Aug","Mallow General Hospital"," 3-6 Months",586
2016,"Aug","Mallow General Hospital"," 6-9 Months",341
2016,"Aug","Mallow General Hospital"," 9-12 Months",295
2016,"Aug","Mallow General Hospital","12-15 Months",123
2016,"Aug","Mallow General Hospital","15-18 Months",63
2016,"Aug","Mallow General Hospital","18+ Months",24
2016,"Aug","Mater Misericordiae University Hospital"," 0-3 Months",11430
2016,"Aug","Mater Misericordiae University Hospital"," 3-6 Months",6068
2016,"Aug","Mater Misericordiae University Hospital"," 6-9 Months",3698
2016,"Aug","Mater Misericordiae University Hospital"," 9-12 Months",2372
2016,"Aug","Mater Misericordiae University Hospital","12-15 Months",1458
2016,"Aug","Mater Misericordiae University Hospital","15-18 Months",1119
2016,"Aug","Mater Misericordiae University Hospital","18+ Months",913
2016,"Aug","Mayo General Hospital"," 0-3 Months",2704
2016,"Aug","Mayo General Hospital"," 3-6 Months",1075
2016,"Aug","Mayo General Hospital"," 6-9 Months",643
2016,"Aug","Mayo General Hospital"," 9-12 Months",535
2016,"Aug","Mayo General Hospital","12-15 Months",378
2016,"Aug","Mayo General Hospital","15-18 Months",408
2016,"Aug","Mayo General Hospital","18+ Months",691
2016,"Aug","Mercy University Hospital"," 0-3 Months",2008
2016,"Aug","Mercy University Hospital"," 3-6 Months",1163
2016,"Aug","Mercy University Hospital"," 6-9 Months",703
2016,"Aug","Mercy University Hospital"," 9-12 Months",590
2016,"Aug","Mercy University Hospital","12-15 Months",382
2016,"Aug","Mercy University Hospital","15-18 Months",248
2016,"Aug","Mercy University Hospital","18+ Months",323
2016,"Aug","Midland Regional Hospital Mullingar"," 0-3 Months",2407
2016,"Aug","Midland Regional Hospital Mullingar"," 3-6 Months",1620
2016,"Aug","Midland Regional Hospital Mullingar"," 6-9 Months",1048
2016,"Aug","Midland Regional Hospital Mullingar"," 9-12 Months",899
2016,"Aug","Midland Regional Hospital Mullingar","12-15 Months",301
2016,"Aug","Midland Regional Hospital Mullingar","15-18 Months",166
2016,"Aug","Midland Regional Hospital Mullingar","18+ Months",241
2016,"Aug","Midland Regional Hospital Portlaoise"," 0-3 Months",1560
2016,"Aug","Midland Regional Hospital Portlaoise"," 3-6 Months",945
2016,"Aug","Midland Regional Hospital Portlaoise"," 6-9 Months",512
2016,"Aug","Midland Regional Hospital Portlaoise"," 9-12 Months",396
2016,"Aug","Midland Regional Hospital Portlaoise","12-15 Months",362
2016,"Aug","Midland Regional Hospital Portlaoise","15-18 Months",205
2016,"Aug","Midland Regional Hospital Portlaoise","18+ Months",11
2016,"Aug","Midland Regional Hospital Tullamore"," 0-3 Months",3070
2016,"Aug","Midland Regional Hospital Tullamore"," 3-6 Months",3040
2016,"Aug","Midland Regional Hospital Tullamore"," 6-9 Months",2255
2016,"Aug","Midland Regional Hospital Tullamore"," 9-12 Months",2057
2016,"Aug","Midland Regional Hospital Tullamore","12-15 Months",1492
2016,"Aug","Midland Regional Hospital Tullamore","15-18 Months",848
2016,"Aug","Midland Regional Hospital Tullamore","18+ Months",548
2016,"Aug","Naas General Hospital"," 0-3 Months",2202
2016,"Aug","Naas General Hospital"," 3-6 Months",995
2016,"Aug","Naas General Hospital"," 6-9 Months",684
2016,"Aug","Naas General Hospital"," 9-12 Months",649
2016,"Aug","Naas General Hospital","12-15 Months",524
2016,"Aug","Naas General Hospital","15-18 Months",383
2016,"Aug","Naas General Hospital","18+ Months",126
2016,"Aug","Nenagh Hospital"," 0-3 Months",524
2016,"Aug","Nenagh Hospital"," 3-6 Months",266
2016,"Aug","Nenagh Hospital"," 6-9 Months",225
2016,"Aug","Nenagh Hospital"," 9-12 Months",245
2016,"Aug","Nenagh Hospital","12-15 Months",170
2016,"Aug","Nenagh Hospital","15-18 Months",134
2016,"Aug","Nenagh Hospital","18+ Months",175
2016,"Aug","Our Lady of Lourdes Hospital Drogheda"," 0-3 Months",4477
2016,"Aug","Our Lady of Lourdes Hospital Drogheda"," 3-6 Months",2783
2016,"Aug","Our Lady of Lourdes Hospital Drogheda"," 6-9 Months",1629
2016,"Aug","Our Lady of Lourdes Hospital Drogheda"," 9-12 Months",1478
2016,"Aug","Our Lady of Lourdes Hospital Drogheda","12-15 Months",835
2016,"Aug","Our Lady of Lourdes Hospital Drogheda","15-18 Months",573
2016,"Aug","Our Lady of Lourdes Hospital Drogheda","18+ Months",360
2016,"Aug","Our Lady's Children's Hospital Crumlin"," 0-3 Months",4787
2016,"Aug","Our Lady's Children's Hospital Crumlin"," 3-6 Months",2900
2016,"Aug","Our Lady's Children's Hospital Crumlin"," 6-9 Months",1876
2016,"Aug","Our Lady's Children's Hospital Crumlin"," 9-12 Months",1677
2016,"Aug","Our Lady's Children's Hospital Crumlin","12-15 Months",1036
2016,"Aug","Our Lady's Children's Hospital Crumlin","15-18 Months",679
2016,"Aug","Our Lady's Children's Hospital Crumlin","18+ Months",569
2016,"Aug","Our Lady's Hospital Navan"," 0-3 Months",1870
2016,"Aug","Our Lady's Hospital Navan"," 3-6 Months",1259
2016,"Aug","Our Lady's Hospital Navan"," 6-9 Months",773
2016,"Aug","Our Lady's Hospital Navan"," 9-12 Months",530
2016,"Aug","Our Lady's Hospital Navan","12-15 Months",372
2016,"Aug","Our Lady's Hospital Navan","15-18 Months",121
2016,"Aug","Portiuncula Hospital"," 0-3 Months",1425
2016,"Aug","Portiuncula Hospital"," 3-6 Months",796
2016,"Aug","Portiuncula Hospital"," 6-9 Months",396
2016,"Aug","Portiuncula Hospital"," 9-12 Months",208
2016,"Aug","Portiuncula Hospital","12-15 Months",116
2016,"Aug","Portiuncula Hospital","15-18 Months",98
2016,"Aug","Portiuncula Hospital","18+ Months",72
2016,"Aug","Roscommon Hospital"," 0-3 Months",1207
2016,"Aug","Roscommon Hospital"," 3-6 Months",439
2016,"Aug","Roscommon Hospital"," 6-9 Months",282
2016,"Aug","Roscommon Hospital"," 9-12 Months",217
2016,"Aug","Roscommon Hospital","12-15 Months",151
2016,"Aug","Roscommon Hospital","15-18 Months",145
2016,"Aug","Roscommon Hospital","18+ Months",153
2016,"Aug","Rotunda Hospital"," 0-3 Months",1070
2016,"Aug","Rotunda Hospital"," 3-6 Months",517
2016,"Aug","Rotunda Hospital"," 6-9 Months",419
2016,"Aug","Rotunda Hospital"," 9-12 Months",107
2016,"Aug","Royal Victoria Eye and Ear Hospital"," 0-3 Months",2504
2016,"Aug","Royal Victoria Eye and Ear Hospital"," 3-6 Months",1779
2016,"Aug","Royal Victoria Eye and Ear Hospital"," 6-9 Months",1020
2016,"Aug","Royal Victoria Eye and Ear Hospital"," 9-12 Months",962
2016,"Aug","Royal Victoria Eye and Ear Hospital","12-15 Months",764
2016,"Aug","Royal Victoria Eye and Ear Hospital","15-18 Months",631
2016,"Aug","Royal Victoria Eye and Ear Hospital","18+ Months",324
2016,"Aug","Sligo Regional Hospital"," 0-3 Months",4767
2016,"Aug","Sligo Regional Hospital"," 3-6 Months",2663
2016,"Aug","Sligo Regional Hospital"," 6-9 Months",1538
2016,"Aug","Sligo Regional Hospital"," 9-12 Months",1094
2016,"Aug","Sligo Regional Hospital","12-15 Months",303
2016,"Aug","Sligo Regional Hospital","15-18 Months",142
2016,"Aug","Sligo Regional Hospital","18+ Months",118
2016,"Aug","South Infirmary Victoria University Hospital"," 0-3 Months",6392
2016,"Aug","South Infirmary Victoria University Hospital"," 3-6 Months",4024
2016,"Aug","South Infirmary Victoria University Hospital"," 6-9 Months",2906
2016,"Aug","South Infirmary Victoria University Hospital"," 9-12 Months",2313
2016,"Aug","South Infirmary Victoria University Hospital","12-15 Months",1513
2016,"Aug","South Infirmary Victoria University Hospital","15-18 Months",1089
2016,"Aug","South Infirmary Victoria University Hospital","18+ Months",1420
2016,"Aug","South Tipperary General Hospital"," 0-3 Months",1422
2016,"Aug","South Tipperary General Hospital"," 3-6 Months",1097
2016,"Aug","South Tipperary General Hospital"," 6-9 Months",533
2016,"Aug","South Tipperary General Hospital"," 9-12 Months",413
2016,"Aug","South Tipperary General Hospital","12-15 Months",209
2016,"Aug","South Tipperary General Hospital","15-18 Months",58
2016,"Aug","St. Columcille's Hospital"," 0-3 Months",667
2016,"Aug","St. Columcille's Hospital"," 3-6 Months",418
2016,"Aug","St. Columcille's Hospital"," 6-9 Months",300
2016,"Aug","St. Columcille's Hospital"," 9-12 Months",385
2016,"Aug","St. Columcille's Hospital","12-15 Months",299
2016,"Aug","St. Columcille's Hospital","15-18 Months",165
2016,"Aug","St. Columcille's Hospital","18+ Months",462
2016,"Aug","St. James's Hospital"," 0-3 Months",7651
2016,"Aug","St. James's Hospital"," 3-6 Months",3458
2016,"Aug","St. James's Hospital"," 6-9 Months",1904
2016,"Aug","St. James's Hospital"," 9-12 Months",1082
2016,"Aug","St. James's Hospital","12-15 Months",492
2016,"Aug","St. James's Hospital","15-18 Months",263
2016,"Aug","St. James's Hospital","18+ Months",311
2016,"Aug","St. John's Hospital Limerick"," 0-3 Months",763
2016,"Aug","St. John's Hospital Limerick"," 3-6 Months",541
2016,"Aug","St. John's Hospital Limerick"," 6-9 Months",210
2016,"Aug","St. John's Hospital Limerick"," 9-12 Months",83
2016,"Aug","St. John's Hospital Limerick","12-15 Months",7
2016,"Aug","St. John's Hospital Limerick","15-18 Months",6
2016,"Aug","St. Luke's General Hospital Kilkenny"," 0-3 Months",2068
2016,"Aug","St. Luke's General Hospital Kilkenny"," 3-6 Months",618
2016,"Aug","St. Luke's General Hospital Kilkenny"," 6-9 Months",221
2016,"Aug","St. Luke's General Hospital Kilkenny"," 9-12 Months",122
2016,"Aug","St. Luke's General Hospital Kilkenny","12-15 Months",61
2016,"Aug","St. Luke's General Hospital Kilkenny","15-18 Months",31
2016,"Aug","St. Luke's General Hospital Kilkenny","18+ Months",3
2016,"Aug","St. Michael's Hospital Dun Laoghaire"," 0-3 Months",1466
2016,"Aug","St. Michael's Hospital Dun Laoghaire"," 3-6 Months",776
2016,"Aug","St. Michael's Hospital Dun Laoghaire"," 6-9 Months",268
2016,"Aug","St. Michael's Hospital Dun Laoghaire"," 9-12 Months",157
2016,"Aug","St. Michael's Hospital Dun Laoghaire","12-15 Months",83
2016,"Aug","St. Michael's Hospital Dun Laoghaire","15-18 Months",56
2016,"Aug","St. Michael's Hospital Dun Laoghaire","18+ Months",4
2016,"Aug","St. Vincent's University Hospital"," 0-3 Months",6933
2016,"Aug","St. Vincent's University Hospital"," 3-6 Months",4159
2016,"Aug","St. Vincent's University Hospital"," 6-9 Months",2637
2016,"Aug","St. Vincent's University Hospital"," 9-12 Months",1712
2016,"Aug","St. Vincent's University Hospital","12-15 Months",701
2016,"Aug","St. Vincent's University Hospital","15-18 Months",508
2016,"Aug","St. Vincent's University Hospital","18+ Months",180
2016,"Aug","Tallaght Children's Hospital"," 0-3 Months",1750
2016,"Aug","Tallaght Children's Hospital"," 3-6 Months",1502
2016,"Aug","Tallaght Children's Hospital"," 6-9 Months",1230
2016,"Aug","Tallaght Children's Hospital"," 9-12 Months",818
2016,"Aug","Tallaght Children's Hospital","12-15 Months",303
2016,"Aug","Tallaght Children's Hospital","15-18 Months",179
2016,"Aug","Tallaght Children's Hospital","18+ Months",342
2016,"Aug","Tallaght Hospital"," 0-3 Months",6406
2016,"Aug","Tallaght Hospital"," 3-6 Months",4868
2016,"Aug","Tallaght Hospital"," 6-9 Months",3425
2016,"Aug","Tallaght Hospital"," 9-12 Months",2853
2016,"Aug","Tallaght Hospital","12-15 Months",1446
2016,"Aug","Tallaght Hospital","15-18 Months",936
2016,"Aug","Tallaght Hospital","18+ Months",1877
2016,"Aug","University Hospital Limerick"," 0-3 Months",8843
2016,"Aug","University Hospital Limerick"," 3-6 Months",5027
2016,"Aug","University Hospital Limerick"," 6-9 Months",3267
2016,"Aug","University Hospital Limerick"," 9-12 Months",2886
2016,"Aug","University Hospital Limerick","12-15 Months",2434
2016,"Aug","University Hospital Limerick","15-18 Months",1839
2016,"Aug","University Hospital Limerick","18+ Months",1449
2016,"Aug","University Hospital Waterford"," 0-3 Months",8455
2016,"Aug","University Hospital Waterford"," 3-6 Months",6358
2016,"Aug","University Hospital Waterford"," 6-9 Months",4327
2016,"Aug","University Hospital Waterford"," 9-12 Months",3482
2016,"Aug","University Hospital Waterford","12-15 Months",2511
2016,"Aug","University Hospital Waterford","15-18 Months",1914
2016,"Aug","University Hospital Waterford","18+ Months",2584
2016,"Aug","Wexford General Hospital"," 0-3 Months",1461
2016,"Aug","Wexford General Hospital"," 3-6 Months",858
2016,"Aug","Wexford General Hospital"," 6-9 Months",519
2016,"Aug","Wexford General Hospital"," 9-12 Months",196
2016,"Aug","Wexford General Hospital","12-15 Months",17
2016,"Sep","Bantry General Hospital"," 0-3 Months",793
2016,"Sep","Bantry General Hospital"," 3-6 Months",307
2016,"Sep","Bantry General Hospital"," 6-9 Months",168
2016,"Sep","Bantry General Hospital"," 9-12 Months",38
2016,"Sep","Bantry General Hospital","12-15 Months",20
2016,"Sep","Bantry General Hospital","15-18 Months",13
2016,"Sep","Bantry General Hospital","18+ Months",8
2016,"Sep","Beaumont Hospital"," 0-3 Months",8537
2016,"Sep","Beaumont Hospital"," 3-6 Months",5375
2016,"Sep","Beaumont Hospital"," 6-9 Months",3746
2016,"Sep","Beaumont Hospital"," 9-12 Months",2677
2016,"Sep","Beaumont Hospital","12-15 Months",2226
2016,"Sep","Beaumont Hospital","15-18 Months",1787
2016,"Sep","Beaumont Hospital","18+ Months",2936
2016,"Sep","Cappagh National Orthopaedic Hospital"," 0-3 Months",690
2016,"Sep","Cappagh National Orthopaedic Hospital"," 3-6 Months",369
2016,"Sep","Cappagh National Orthopaedic Hospital"," 6-9 Months",238
2016,"Sep","Cappagh National Orthopaedic Hospital"," 9-12 Months",175
2016,"Sep","Cappagh National Orthopaedic Hospital","12-15 Months",1
2016,"Sep","Cavan General Hospital"," 0-3 Months",2514
2016,"Sep","Cavan General Hospital"," 3-6 Months",2053
2016,"Sep","Cavan General Hospital"," 6-9 Months",1461
2016,"Sep","Cavan General Hospital"," 9-12 Months",966
2016,"Sep","Cavan General Hospital","12-15 Months",716
2016,"Sep","Cavan General Hospital","15-18 Months",335
2016,"Sep","Cavan General Hospital","18+ Months",86
2016,"Sep","Childrens University Hospital Temple Street"," 0-3 Months",4018
2016,"Sep","Childrens University Hospital Temple Street"," 3-6 Months",3226
2016,"Sep","Childrens University Hospital Temple Street"," 6-9 Months",2361
2016,"Sep","Childrens University Hospital Temple Street"," 9-12 Months",1682
2016,"Sep","Childrens University Hospital Temple Street","12-15 Months",1161
2016,"Sep","Childrens University Hospital Temple Street","15-18 Months",942
2016,"Sep","Childrens University Hospital Temple Street","18+ Months",565
2016,"Sep","Connolly Hospital"," 0-3 Months",4033
2016,"Sep","Connolly Hospital"," 3-6 Months",2240
2016,"Sep","Connolly Hospital"," 6-9 Months",1530
2016,"Sep","Connolly Hospital"," 9-12 Months",1100
